Month,Year,Patient_Spend,Patient_Visits
4,2015,2967.819805208593,21960
9,2016,3857.1026000189404,23186
12,2019,1074.7390971360883,21934
8,2023,3936.058931968493,22995
11,2015,3876.5283159903524,23104
2,2023,1682.9903156229916,21293
12,2015,1030.4008040557956,21739
8,2016,4329.602021719636,23180
6,2015,3238.4496167944885,22409
11,2022,2621.483342546252,22568
5,2022,2516.4924790874766,21984
12,2020,4448.563586567709,23652
1,2016,3408.4442788066854,21952
6,2015,3016.587886822126,22323
12,2023,2054.7909408769947,22412
11,2022,2970.4301131061666,22756
12,2015,1043.7208274686095,21780
8,2019,3467.7081530191135,22726
12,2015,4486.807259261041,23594
9,2015,1804.9545236988233,21927
12,2019,3199.869249161836,23029
2,2017,4725.951329194651,22796
7,2019,4549.3365283989515,23160
12,2016,1726.7043283451185,22260
11,2021,4312.685121449769,23475
7,2018,2213.778116024662,22043
10,2023,1662.5756567491883,22051
1,2018,1554.079921040973,21145
3,2016,4791.101643486941,22862
9,2019,2995.426612458472,22549
7,2020,3542.692936631432,22741
7,2018,1948.8308368986482,21891
12,2017,3903.5724660652427,23349
12,2017,2175.8473677193006,22383
4,2023,2406.6862402040706,21779
5,2020,1429.5701052029126,21361
5,2022,1557.217808098017,21492
5,2019,2106.905267587279,21799
2,2022,1676.665870198999,21251
5,2017,3344.8202624283467,22340
12,2015,4419.508332258315,23547
4,2018,2308.714480764275,21783
9,2020,2351.9795713896356,22187
11,2022,1826.2995180050862,22302
11,2018,3855.138254825932,23262
10,2020,2517.786288373214,22472
3,2021,1391.2224345238292,21212
2,2017,1437.2589772080323,21064
8,2019,4389.306235423335,23204
9,2021,1176.7102974982984,21664
4,2021,2647.1580575804137,21881
4,2015,3442.3659599205907,22209
10,2016,3364.97786264596,22878
1,2023,4042.069500571479,22311
8,2018,2318.7871303307957,22133
8,2018,4885.826123661627,23477
6,2020,4160.793350395532,22857
4,2016,2705.5600406665462,21862
12,2020,1518.3492814239567,22139
8,2023,3368.741989861065,22719
9,2019,3152.6413079742633,22640
6,2020,1788.403843513173,21661
6,2018,4011.7899200374163,22849
2,2021,1365.8878516106552,21168
8,2021,1730.3065724145092,21839
7,2020,4225.406599423753,23046
2,2021,4521.912035589263,22778
9,2019,2196.4028512465457,22185
11,2022,2713.6789222752923,22709
2,2016,1658.9467985920155,21193
3,2022,1161.4141959099454,21076
1,2017,1508.8774826744157,21046
3,2015,2114.809316829541,21515
12,2019,2996.4853042394625,22862
11,2016,3971.316425006333,23227
5,2020,1124.7935193349567,21322
5,2021,2849.3531565285184,22156
9,2018,3739.4594349598738,22960
5,2015,2744.147560102786,21962
8,2020,2975.9562647879256,22442
6,2016,4851.8223530602145,23197
3,2015,2108.713440530528,21588
4,2020,1122.5189777627525,21272
1,2019,4719.3043047150695,22719
8,2017,1679.0862636297672,21841
10,2016,2271.4601538149964,22348
12,2016,3332.277714771479,23038
7,2022,3024.153265267816,22424
10,2021,1129.8932698505487,21808
9,2019,4540.071229040741,23439
2,2019,2664.2194719184517,21706
12,2022,2978.481709047719,22910
8,2022,1151.0910472884786,21650
7,2015,2926.4251869943855,22318
9,2023,3181.7262115472968,22765
5,2022,2106.3092530074773,21758
4,2015,2902.81133598438,22095
6,2017,1494.946217965412,21432
11,2023,4888.102765605492,23740
3,2018,1051.808591610365,21043
1,2021,4514.081305177622,22560
2,2022,3333.628997530439,22174
5,2020,1364.1799515566317,21466
11,2018,2344.45432204026,22395
1,2023,1829.8151288589004,21276
12,2019,1496.8724277161148,22053
6,2019,4251.31247916588,23006
9,2018,2205.28663501794,22185
4,2022,1218.0934832148234,21275
10,2017,1543.8098422511143,21890
2,2019,3098.912047184337,22017
6,2016,4915.217604576384,23221
11,2018,1890.8076841413758,22157
12,2018,2797.2253929942794,22837
12,2018,3141.3101421266706,22932
10,2017,4967.169367522551,23668
1,2017,4502.921771098088,22569
9,2016,4023.3893624136936,23070
11,2022,1751.7889261014493,22223
2,2018,2609.106169699994,21679
7,2018,3978.5522119085504,22842
10,2019,4926.6226079625085,23622
8,2020,4566.833811100334,23219
11,2020,4804.977776139419,23698
2,2020,1126.2444627940936,20890
5,2021,2711.244193294011,22071
12,2021,3529.2954276860905,23182
10,2016,2137.3385177458076,22201
9,2022,1267.6692354470492,21744
11,2017,4831.918522425573,23645
12,2021,1016.6667268452696,22018
7,2017,1051.9912624145572,21280
8,2015,1101.717737213514,21454
6,2022,3397.172983629289,22525
8,2015,2431.5190451479857,22181
9,2017,4783.65901561841,23461
11,2023,2467.6770434138357,22602
12,2020,4350.420135594746,23586
12,2018,2461.724112799874,22577
6,2018,3532.980275807707,22538
2,2019,4880.0819091269295,22824
5,2019,4847.811481835684,23124
8,2021,2507.5716694014664,22195
9,2020,2408.1274278363744,22407
8,2022,3599.4541731381482,22758
8,2023,1329.2338410937782,21715
10,2022,2690.4962662803982,22562
10,2015,1738.5185923255344,21991
1,2020,1059.0438716572019,20823
7,2022,4146.175801685229,22960
4,2022,2217.243399948685,21639
8,2017,4427.39977157369,23188
3,2018,3742.2027138723956,22382
7,2016,4785.073166469985,23318
4,2016,4205.251271415276,22732
6,2017,4012.3007912264143,22742
9,2018,1025.3528291349428,21517
10,2023,3523.050809775272,23067
6,2016,2505.2277693482547,22015
12,2023,2497.917725988197,22703
1,2021,1346.2879680840601,20983
11,2017,3161.2328308963665,22856
7,2019,1199.982731886129,21497
10,2023,3624.3503891266764,23079
12,2022,1500.0787931278423,22153
2,2023,2420.6502988637712,21691
5,2018,2215.116419525346,21805
11,2023,1584.1511772205843,22144
8,2017,4992.006431081114,23448
6,2015,3620.0230169209785,22490
3,2020,1420.1117885450883,21248
11,2015,2634.3543823283885,22532
7,2021,2454.4774114455818,22062
5,2019,3985.2879800826754,22683
12,2022,1434.709862638214,22114
8,2018,3461.7268807105506,22689
4,2016,3153.993207921662,22068
7,2016,3338.006718398872,22568
12,2020,3597.744061303137,23150
12,2023,3358.650384634093,23109
8,2016,3771.021570125768,22716
12,2019,2905.411716738904,22754
1,2020,3478.6292567504092,22043
7,2020,2868.7274606032142,22329
5,2017,3241.5266520453606,22283
3,2019,3780.4621167741584,22335
12,2021,4116.456631133531,23422
4,2017,3455.974335303683,22362
3,2018,4276.546538068358,22651
11,2021,2827.526899119037,22734
1,2018,4779.73285478604,22684
10,2019,1155.1375739792484,21753
6,2021,3357.65826176909,22466
9,2016,2693.5144267572905,22419
2,2021,1405.184130126163,21025
1,2023,3106.336848484101,21902
10,2017,1226.2840568193537,21799
12,2016,2640.541706428711,22756
6,2016,4022.259921677106,22679
12,2023,1307.223882027273,22073
12,2021,1831.115466851235,22215
10,2017,2686.6385648684845,22568
12,2019,4644.3087659634975,23663
11,2015,1474.486579000536,21926
3,2023,3650.296707727184,22267
2,2023,4541.447152931885,22713
12,2020,2598.109368125226,22714
11,2020,3222.609390135799,22911
4,2022,2592.772467413625,22031
1,2016,4864.956985583019,22726
12,2017,1033.5110288673404,21934
7,2021,4832.309301249621,23292
1,2021,3093.3438313663773,21805
8,2022,3181.4469111825165,22541
10,2017,3820.4367256907644,23054
4,2017,4079.224191702901,22545
12,2022,3984.120648982195,23365
9,2020,3119.2636678254853,22642
5,2020,3544.5096910432317,22428
5,2019,2046.2762079761196,21677
6,2019,3590.577826965178,22583
2,2023,1278.885911541642,21042
7,2015,2111.9600217277107,21945
9,2021,1087.3798970588177,21686
7,2023,2147.9999974768507,21899
11,2018,1402.9183516245062,22012
2,2023,1212.617674572958,21008
5,2015,3736.5092181163664,22532
5,2020,4321.822849251768,22853
12,2017,2856.428624989473,22820
10,2022,3053.0670761106567,22783
9,2015,2592.3731129619537,22235
7,2023,1304.326751286598,21604
3,2021,2548.3174210032794,21788
4,2021,4710.024935130034,22926
9,2019,1499.293694140695,21781
1,2022,3806.6462554172854,22241
6,2018,2143.6778820174086,21789
9,2020,2135.1539028507186,22208
8,2021,3581.4028694269464,22847
6,2015,1723.9825277079976,21594
7,2018,4083.7736094705783,22874
6,2022,4048.048336389668,22875
8,2020,3399.030885110345,22831
12,2023,2026.3610191956896,22385
11,2021,4919.072454505851,23690
5,2023,1493.1896608762863,21497
12,2016,3921.001221879427,23286
12,2016,2956.2604641675453,22857
3,2018,1700.084308529267,21303
7,2015,2521.4715018677934,22086
7,2018,1234.0584321889705,21495
9,2022,2540.8810692811767,22411
2,2023,1768.5857401594008,21415
1,2017,3034.582572930918,21830
6,2022,3453.211146152079,22576
1,2022,1500.6784437413553,21087
11,2018,2150.8924482729726,22366
2,2022,2355.7246448378364,21569
5,2022,3613.3258945675034,22577
11,2022,4313.520103405886,23437
2,2017,2843.8787571526495,21761
10,2021,2896.1810121275885,22551
1,2015,4821.682191388064,22662
4,2018,2989.2424636870333,22091
10,2023,3318.5242875492945,22865
4,2016,4355.438785922945,22752
12,2021,2650.750554655724,22694
1,2017,2023.2758025351932,21305
9,2015,3633.6996262927164,22939
3,2016,2358.5689993965043,21616
6,2022,1890.6222882158895,21650
5,2016,3683.2728422899554,22508
3,2023,3066.75264176227,22093
5,2022,1730.7195255415802,21431
3,2017,3543.1312876876705,22217
1,2017,3207.9677888191713,21837
2,2018,1765.3773476337094,21285
6,2015,2160.5716458678717,21841
12,2022,3168.9316037494596,23009
6,2019,1473.4646551236601,21513
9,2023,1909.6682992911956,22085
1,2017,4083.3415905961206,22241
1,2015,2258.8177768530795,21415
11,2019,3101.7312872757216,22808
6,2022,4066.89738613795,22846
8,2022,1670.5884777684273,21891
4,2016,3341.925226410652,22315
7,2017,1681.9708956561783,21778
1,2022,2504.5589727322267,21629
3,2020,2984.1792287192593,21921
1,2015,3606.7526795127023,22016
11,2017,4655.345812756663,23543
6,2019,1753.1082339781508,21681
2,2018,2419.5491124937535,21525
8,2017,4586.397962723351,23264
11,2021,3599.3472217107114,23131
4,2023,3358.2558726490643,22306
3,2021,2228.3786672820206,21631
4,2020,4999.872090328505,23071
3,2020,2676.732621163655,21814
4,2020,2569.891925249509,21872
8,2016,2010.1973173161798,21967
8,2021,4146.748372190828,23112
2,2022,4143.873693251769,22543
5,2016,2070.466462788586,21717
7,2022,3297.1373619419237,22566
11,2020,4763.533645917827,23748
8,2021,1924.5138907053874,21988
1,2023,1397.8619630449716,21034
1,2023,2476.8501774392294,21521
7,2023,1059.6165241056665,21423
5,2015,2059.5825634338034,21773
5,2020,2974.99062734192,22234
11,2020,1598.0838506785742,22182
12,2015,4413.946278854437,23538
6,2015,4509.383806686541,22996
2,2016,4459.925749481274,22511
11,2022,4049.4112299266176,23375
3,2021,2018.7592183855086,21503
7,2020,3768.619449126835,22842
9,2023,1349.7066828089705,21794
3,2015,3598.44041328902,22257
11,2022,2484.697978728661,22575
10,2022,3727.74738918121,23176
12,2021,1586.0191743507924,22157
10,2018,4523.778262796558,23506
6,2023,3901.648606091835,22822
6,2017,4752.624978004946,23101
12,2023,4168.366669940032,23533
9,2021,3235.652977682338,22692
6,2020,3525.0747533382396,22614
10,2015,2341.7370144935835,22327
2,2015,4922.987978142896,22831
10,2022,2189.869084001177,22396
5,2023,4363.924415664616,22881
7,2016,4017.9852253056797,22839
10,2015,1344.568443214157,21849
11,2018,4669.311589056679,23545
9,2022,2977.727969598208,22584
11,2016,3634.172308017842,23049
1,2015,1065.5815199940246,20765
6,2017,3175.4941388553484,22244
7,2020,1445.2363120412208,21575
1,2016,4971.508417766707,22708
7,2022,2644.943962425632,22252
1,2017,3148.669513552597,21838
7,2022,3494.164633816346,22691
8,2021,3744.239203557541,22863
2,2017,2729.4989822758557,21624
2,2016,1398.6195055935627,21043
6,2023,4404.924445977342,23017
1,2018,2196.351366793947,21314
7,2023,4055.572541028053,22929
5,2019,1781.0699411371918,21616
11,2019,4886.219930425572,23795
5,2015,2124.932173115867,21684
5,2023,2815.504039017336,22104
8,2020,1750.3204526216532,21916
3,2017,2850.2527964634664,21813
2,2021,4259.291822830514,22385
12,2022,3859.49019668139,23370
5,2023,2820.49047955891,22193
10,2015,1360.4473358015316,21831
9,2020,1134.2834211933716,21701
5,2017,2105.1502161362605,21766
5,2017,3888.729918187059,22611
8,2018,2961.1719334772442,22462
1,2016,2321.326234488628,21331
8,2015,3642.6847506521326,22646
12,2021,1387.525009399349,22151
12,2019,1938.2541510596986,22376
11,2017,2580.66834871417,22530
9,2017,1913.5945277935682,21983
10,2023,4408.074312495055,23412
10,2017,2461.921552138577,22446
12,2015,1455.956146460671,22114
11,2017,3105.1048317887635,22776
6,2022,3932.7787630971197,22834
3,2017,3702.0914822202435,22338
7,2018,1247.480467412288,21472
10,2020,2854.020915095506,22591
6,2019,4918.5450969562735,23196
7,2021,1268.204190533507,21552
11,2016,3595.2726982319673,23021
6,2023,2974.9236329867203,22392
4,2016,2834.2583645816785,22013
12,2015,4458.93861532974,23614
11,2015,4561.260969977407,23504
12,2016,1247.1296682193883,21950
4,2020,3770.0367650722874,22526
11,2019,2473.713803280137,22504
12,2020,4752.2783314769,23708
1,2021,3543.3269471616873,22028
4,2016,3389.83603015968,22198
5,2021,1474.9215045014114,21391
2,2019,4073.5022301480362,22459
1,2017,2956.2434048016175,21755
11,2017,3153.564056496226,22780
10,2023,3132.9251689464963,22777
10,2019,3990.7538771033196,23141
4,2017,1708.9757396592663,21523
10,2019,3907.4555268230424,23114
11,2017,3282.8435951437277,22922
4,2020,3994.015299804459,22644
12,2018,3310.5143525452213,23008
5,2015,1364.074887367766,21416
7,2016,1227.0071754189426,21523
6,2018,3664.683259306265,22646
8,2016,2467.7381420511792,22197
2,2020,4817.078208539086,22772
6,2020,3008.939549362334,22284
8,2023,4660.616253018291,23324
7,2017,4208.657687082372,22983
12,2018,3203.090160349624,22930
12,2015,2236.701872024906,22461
7,2015,4754.793844623388,23295
12,2017,1143.8112496034832,21954
7,2019,2656.6316107598636,22207
2,2021,2789.3229741886403,21836
9,2016,1995.8922471905175,22025
5,2021,4422.198021414943,22919
3,2022,1598.048581952745,21300
1,2018,1891.8225118804628,21240
3,2015,3352.541018823359,22248
12,2015,1659.6354467255755,22164
9,2021,1889.7583044320331,22062
12,2015,4901.443389827877,23762
4,2023,2556.583692100361,21984
8,2023,2024.6545895086715,22002
3,2016,3370.2569379588876,22225
2,2016,3789.939931475224,22264
5,2016,4011.3486263074706,22529
5,2017,1572.2424439274305,21445
11,2020,3053.2372326750265,22751
5,2017,4412.980085903408,22923
3,2015,4480.294277931263,22759
5,2016,2809.1147903424894,22114
9,2015,3955.789724333418,23088
8,2022,4877.892784846112,23458
11,2015,2305.825704561673,22414
10,2018,1990.2267704818612,22152
9,2019,1297.2425163179087,21827
10,2021,4908.034417927531,23668
6,2016,1348.342681709063,21465
12,2018,4713.671032916436,23764
10,2018,1036.8329953031848,21707
2,2021,3091.85268856535,21928
9,2022,4211.284557870085,23160
12,2022,3262.2917532404113,23029
9,2016,3718.940992049812,22903
7,2023,3494.264111497197,22651
1,2017,2260.902272352893,21359
1,2023,3449.740191989446,22134
3,2021,2423.0509693194,21701
4,2018,4221.6431785932655,22620
3,2018,1169.571285165941,21069
2,2023,3135.2065128323366,22020
12,2020,2787.215706479453,22871
10,2022,1898.214487327654,22097
6,2022,4795.938729313351,23261
7,2023,3030.1704934380414,22430
2,2016,2928.9749692432097,21823
11,2019,2085.319241804033,22273
12,2015,1787.9584945678998,22330
9,2015,2813.9843749759993,22480
12,2016,3789.41037229512,23244
8,2019,2749.008348928409,22366
12,2015,2999.2531599082567,22910
8,2018,2608.3068115808237,22401
4,2015,3505.7957425108266,22273
5,2020,2777.573039093877,22035
10,2020,3982.164048268718,23155
7,2017,4847.761926539093,23218
10,2019,2446.1455049884844,22387
7,2022,3920.4290875724164,22946
5,2016,3797.8718050530183,22425
12,2021,3657.2218168079644,23286
2,2016,3980.932796592043,22375
3,2015,1126.8718407704373,21082
1,2015,1735.7704984005168,21103
1,2021,2140.2114123498422,21435
11,2018,3427.9244069977217,22908
8,2016,4292.846318488744,23079
7,2023,4595.908421384051,23222
3,2019,4963.191557234948,22942
11,2022,3418.813531577437,23030
12,2017,3019.302129035461,22920
10,2018,2313.711682200978,22359
11,2021,2224.904471309109,22381
9,2021,3673.8975127644458,22875
9,2023,3859.071278241252,23164
3,2019,2801.504749906812,21991
2,2021,1610.571302640806,21208
11,2017,4231.7927742583815,23386
3,2022,4358.565943585611,22727
12,2015,2366.970649379121,22443
8,2023,4425.315423368227,23297
7,2016,4185.2514146225385,22871
7,2021,1616.946151655986,21703
3,2022,1453.6892564672476,21376
12,2019,3514.885609558825,23156
2,2016,3689.8327175600443,22187
6,2020,1472.3355198950644,21522
7,2022,3112.6977528754132,22523
10,2023,2265.6657759487534,22318
10,2020,1912.9089083329695,22115
4,2016,2215.78322661127,21617
10,2019,4844.702307319174,23628
12,2020,1469.1618194124167,22161
5,2023,3057.8456854500882,22223
12,2022,4325.156793326295,23551
3,2022,1618.0769263642283,21279
2,2015,3998.0795972516444,22368
7,2023,3674.1355806895317,22761
1,2019,3270.1255767393022,21937
3,2016,4218.992523509327,22691
7,2019,2955.0786052973094,22413
4,2021,1634.0002955670698,21323
8,2016,4380.5263114863255,23204
6,2019,4485.296849651723,22987
11,2015,2754.2639428447783,22611
11,2023,2092.1469504503375,22352
3,2020,3847.9292654861006,22448
7,2023,3901.7570155158096,22845
7,2017,2756.596340886834,22246
11,2017,4804.137685263347,23697
12,2015,1535.0896510433954,22071
2,2016,4451.25216226346,22682
10,2022,2293.24439995948,22402
11,2016,2514.3412332955263,22550
1,2017,2745.365480257122,21711
2,2022,2917.14473736919,21878
4,2022,2702.7729230508585,22010
4,2018,1512.2484647466572,21402
2,2023,1680.9416987475183,21366
12,2019,4554.020696807123,23676
4,2015,1705.6094072991978,21220
5,2020,1344.8316343165332,21364
4,2019,4657.994461436774,22923
10,2019,2119.2678460799816,22140
10,2019,1368.7925953421586,21871
6,2021,4594.159693499517,23127
7,2019,1500.534406087159,21669
9,2022,2922.8290346454964,22583
11,2023,2038.2109293846793,22338
10,2015,2309.6488665275947,22282
12,2023,4510.525562031313,23639
6,2016,3017.6728551240085,22185
6,2023,4426.441013729414,23086
9,2018,1649.8494524481196,21899
5,2021,2327.43107969641,21812
6,2019,3030.672532890494,22244
1,2019,2483.837239782767,21564
4,2017,3264.3253774791483,22066
2,2016,4074.6424838589014,22396
7,2022,2706.3406975732723,22282
9,2020,2429.8971420120342,22267
7,2023,4581.59809836317,23239
4,2018,4735.236804447218,22938
5,2017,4857.013281186224,23024
6,2022,3318.9507929507313,22504
9,2019,4741.084005738432,23408
12,2015,1669.1681494074428,22276
3,2017,2340.3832306865215,21539
10,2020,3571.909821372021,22981
4,2018,2177.9529520430665,21591
3,2020,1324.2595262939044,21170
10,2021,2674.7441128575065,22491
2,2017,3843.960729022607,22387
2,2023,4197.848807245187,22512
11,2019,3538.9297955415122,22979
9,2019,1268.7875343362477,21705
11,2019,2939.150359913785,22833
7,2020,4723.733628874049,23275
11,2023,4279.633020591664,23421
4,2015,3837.249448799158,22468
12,2020,2606.4516063758774,22687
3,2021,3184.704784741276,22098
3,2017,1658.0073799765523,21326
5,2021,1503.4134882010633,21500
11,2017,4507.084189083989,23547
8,2022,1360.8180623607818,21766
3,2023,4797.328738036727,22879
5,2015,1779.1697941927532,21505
5,2016,2798.6191900450845,22113
10,2021,4734.411349213804,23549
12,2023,1961.1992157262991,22400
2,2018,1094.5514970717093,20961
6,2023,3398.6300812297436,22602
4,2015,3232.5472937713944,22182
8,2018,3109.0728583123223,22605
5,2016,3610.8417088048604,22490
11,2020,2469.399805279151,22487
3,2021,2457.0569833405034,21782
12,2015,4876.6209870606335,23756
1,2020,1250.413863768675,20900
12,2019,4195.553009539082,23382
10,2023,3807.4447226074453,23162
3,2021,1201.3221050593565,21116
3,2022,3473.0551272928183,22256
10,2018,3891.220712017864,22991
7,2020,1551.1735137231576,21616
9,2021,3288.738981983521,22703
10,2018,4054.7117097287964,23355
2,2019,2485.7208159819907,21574
2,2020,4946.057375222363,22882
2,2019,1127.3023873495513,20999
1,2023,2387.724414502749,21622
2,2016,4998.72080679216,22834
8,2021,3335.876981314182,22560
1,2016,2833.365626016001,21680
7,2022,1344.5296918783783,21508
12,2023,2338.2076052026982,22591
6,2020,3965.0112962143075,22765
10,2018,3840.0085942920264,23127
9,2015,1230.9855552398847,21636
6,2019,3547.322839830615,22524
7,2015,1172.9973322191345,21528
9,2023,2489.157549812093,22431
2,2021,3825.7229445748076,22315
5,2019,3995.7851751735284,22707
6,2015,1840.0235325117942,21701
10,2023,1909.3239540410864,22149
1,2018,2270.700540892175,21462
6,2019,3764.0247647386627,22692
7,2016,4730.425483035691,23298
10,2019,4132.589749017918,23248
2,2016,2784.6239476856263,21748
2,2018,4089.9965179744045,22351
4,2019,2072.245397234029,21677
2,2015,1542.9768489477801,21178
11,2018,3828.3516600936987,23171
7,2021,3223.14051042551,22557
11,2020,2077.533972075364,22359
1,2023,3565.8122459959563,22187
8,2019,3994.912968793709,22996
12,2018,3272.136788816594,23030
7,2021,4047.337991019169,23004
12,2016,3517.547987648818,23107
5,2023,2281.5514230917697,21776
10,2021,1737.6345085787902,22121
3,2023,4454.232065343435,22714
4,2019,4235.437338671567,22719
11,2021,1056.0018586221336,21833
7,2022,3062.527999398121,22475
7,2019,1546.6481197502676,21657
3,2018,3436.7272033708045,22177
2,2019,3115.107995613781,22000
11,2022,1492.9427974803007,22045
8,2023,3831.766148651382,22911
9,2023,2935.5252893427974,22581
9,2018,2038.4781674815256,22073
12,2018,1984.8241583091237,22387
12,2019,2284.52754937994,22555
5,2022,3314.4611300731453,22423
3,2021,1115.2268724536336,21112
12,2023,3265.4276204321955,23067
10,2017,2679.2643609790794,22486
12,2021,1058.6583572497625,21918
9,2015,3703.5710563491534,22893
11,2020,2808.321094289444,22796
1,2018,3567.639262723854,22141
12,2022,2832.6481209203666,22814
4,2017,4899.552624870872,23084
1,2015,2528.9415302050375,21565
6,2022,4656.249776995326,23180
8,2020,1954.3179778802319,21961
8,2023,3864.814366031454,23033
5,2019,1968.0418937296254,21588
12,2022,3563.140007583282,23210
9,2022,3838.6689080265483,22992
3,2021,2447.991632306288,21783
12,2019,4845.919784187787,23758
10,2023,2925.241706459716,22670
6,2015,4833.8808113155155,23145
2,2023,1431.3277031996413,21118
8,2016,2448.2323635953085,22167
8,2018,2845.713427895166,22341
2,2018,2547.9032775301985,21691
6,2017,3142.424908726757,22443
1,2023,1447.6589049727195,21093
8,2017,1003.8816703115355,21492
9,2022,1917.230961752153,22085
5,2022,4795.816638675909,23108
6,2016,4198.70031733143,22770
3,2019,3673.814575046501,22395
1,2019,2661.6521469533045,21506
9,2015,1981.6403131269174,22027
7,2015,3209.3784655724144,22477
12,2021,3337.235340955188,23121
6,2023,3095.6095795800393,22305
4,2023,2460.221690111776,21804
9,2018,2882.792402571885,22465
11,2018,3944.4527465214774,23284
10,2017,3873.8997073370497,23104
1,2022,1048.4443273265756,20813
11,2023,3367.9451736552323,22985
8,2022,3995.168239424724,23017
3,2017,4733.044134421052,22855
11,2017,4699.442776747437,23595
9,2020,3937.1864145691793,22978
8,2019,3099.9912754262236,22596
7,2015,1090.2199469534476,21364
1,2016,2651.23252492869,21537
6,2017,4473.358673840534,22955
3,2023,4967.151654373922,23055
11,2021,2540.6664212522874,22577
7,2021,1378.586408650698,21561
9,2015,3932.01380009077,23085
5,2015,4794.725663268277,23042
1,2017,3630.3902915373687,22106
4,2015,2878.6123752680633,22015
11,2018,3188.4863530014086,22879
5,2017,2294.9385470400603,21866
2,2022,2028.3849579628259,21500
9,2018,1811.0943277208066,21989
3,2023,2601.1099816211117,21958
9,2018,3624.845135923664,22915
10,2021,4777.19659937731,23589
9,2015,4579.681098016064,23377
8,2020,4309.618328813175,23109
10,2017,4286.42441157067,23350
4,2023,3655.638635714024,22411
7,2019,1237.6249781674744,21591
4,2023,4523.718475283524,22880
8,2016,3470.8564574412653,22626
8,2021,4030.2525465653966,23069
3,2018,4300.708616015682,22692
8,2023,3904.6704302624676,22913
12,2015,3820.926869058114,23257
9,2018,4225.003346214311,23207
5,2018,3087.7047159956,22237
4,2021,2652.6014555127304,21898
11,2018,3276.2849105870405,22890
1,2017,4640.938647870186,22525
3,2017,1107.515570868272,20976
11,2017,1620.5305555085733,22054
6,2019,1885.048775475762,21777
5,2023,4111.117351979681,22792
3,2015,3418.9356823491466,22207
8,2020,3236.121620169873,22668
11,2017,4496.6937942268905,23446
4,2023,4867.62029643013,22988
8,2018,2415.8907815346847,22224
4,2017,3903.184506645998,22583
2,2019,4251.691691208633,22532
5,2019,1560.4031650938243,21497
6,2019,4775.2818622450695,23232
4,2015,3498.30041426686,22243
3,2018,4799.585979952888,22790
12,2020,3560.666717545828,23219
2,2016,2228.826789959283,21453
12,2016,4511.214805550345,23539
11,2020,1993.0926868796391,22294
12,2022,3662.52902558992,23262
4,2019,3551.0667007138973,22320
5,2017,4712.559259835349,22977
5,2015,4593.288039297203,22865
7,2018,1623.8236538400356,21645
10,2020,1080.4897320429645,21735
10,2017,1363.4047436836972,21863
4,2017,2885.408398385382,22026
8,2018,3900.228089282218,22849
5,2020,3506.3161152437756,22540
12,2023,2115.4021796246598,22499
1,2016,1840.194809833736,21224
11,2022,1299.9782870856943,22041
1,2020,4370.323634696384,22524
1,2019,2021.3358489647226,21320
1,2017,2530.837836489345,21448
5,2020,4304.251997463662,22827
12,2018,3213.348828457217,22943
6,2016,1485.3220330323952,21496
6,2021,3781.37371288211,22696
10,2019,2011.7163003172377,22222
3,2020,1527.9883600797918,21292
11,2018,1026.2010419409507,21836
1,2016,3108.4876440097164,21808
8,2019,3904.5300819247177,22968
2,2020,2302.247271716941,21499
12,2021,1490.959719698474,22166
10,2020,1582.103162714216,21880
10,2016,1812.8578088457857,22082
11,2023,1345.2831193948464,21946
1,2016,1983.1812858078179,21298
8,2015,4279.622648608452,23050
7,2019,2984.3436920765453,22252
8,2015,1628.4135024514428,21677
11,2017,3189.4959765121375,22804
10,2019,4349.271347876704,23333
1,2020,3181.6640768918114,21884
12,2020,1226.3489944612984,22016
12,2020,3831.980888156798,23328
10,2015,4197.451465350423,23258
5,2017,1240.5578576825924,21250
9,2018,4593.69096128871,23391
6,2015,3150.9589020019703,22349
3,2022,3961.8373323571745,22490
12,2015,4853.435256892912,23663
12,2023,2935.1023941713065,22954
12,2015,2366.4260003956115,22587
6,2022,4500.656462472991,23088
5,2023,3488.204334379016,22433
2,2021,1927.5267759496714,21344
1,2016,3946.4492786549145,22291
3,2023,4307.781365657102,22676
6,2015,2835.2648517646758,22173
5,2017,1879.9738251382596,21684
3,2021,2877.5147493520626,21910
8,2017,2899.701367617301,22494
4,2020,3446.243100718754,22190
6,2019,1813.0379198747169,21711
11,2016,4111.453447180256,23368
7,2020,3282.520393064622,22530
5,2015,4049.512535995234,22724
10,2022,2237.698911685034,22312
9,2018,2813.799779501638,22499
1,2015,4211.322119300664,22354
11,2016,1358.9436102699115,21811
11,2022,1619.7409923215841,22171
12,2017,3550.5353944275903,23057
1,2022,1737.9663003162675,21169
3,2023,4864.432125135433,22949
7,2023,1442.6715089302506,21769
2,2016,1098.7098451777274,20896
6,2018,2436.0066059433684,21966
10,2020,4047.5203337702483,23143
6,2022,3504.7808686879125,22605
3,2021,3400.455728174212,22157
4,2022,3079.3241571161184,22149
12,2021,3505.420806283975,23130
4,2019,4455.9719040082655,22794
4,2021,1931.8565282801715,21577
9,2022,4883.982475599063,23577
6,2015,2344.3901848251558,22024
12,2022,3816.219893027967,23370
10,2018,1371.3828972398865,21896
6,2022,1304.0188645101116,21454
2,2019,4024.8626378241474,22397
9,2023,3541.278926372254,22952
11,2017,2199.1921137315035,22408
8,2021,4202.770781560042,23104
8,2017,1958.566137531628,21948
2,2021,2946.346928573924,21912
